ID,Name,Owner,Mailing_Address,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat
6551,TIM HORTONS,Jenae Conroy,4200 SHEPPARD AVE E,8313828673,3152177463,zqfrntig@r.fel,sCPR914c9BHFg @ ltu .com,11-20 years,N,Lease,27,19,19,144,10,80,N,Y,Y,N,Korean,Y,Low-end,176207,14527,16622,7264,2732,685,N,0,-79.27922,43.78563
6552,TIM HORTONS,Johnny Schmitt,555 BURNHAMTHORPE RD,8342939162,5239169681,cfmsgonja@pjxym.ker,jDRNrWTsCQGav @ oyt .com,6-10 years,Y,Own,41,6,14,124,15,60,Y,Y,N,N,Others,N,Average,287335,112767,99968,8625,3291,3000,N,0,-79.56803,43.64465
6553,TIM HORTONS,Cinthia Feil,680 SHEPPARD AVE W,6844691689,3628712957,edrqnvbf@rvbahmtj.lwp,NA,11-20 years,N,Lease,37,16,42,131,58,80,Y,N,N,N,Mediterranean,N,Average,302712,75535,145581,11848,5237,5698,Y,4,-79.44324,43.75482
6554,TIM HORTONS,Darrell Mills,3090 KINGSTON RD,5465845729,8738132871,d@mrwix.sha,iObrQHDhPAUv0 @ cbb .com,6-10 years,N,Own,29,11,10,99,2,62,N,N,Y,N,Greek,Y,Average,182562,14676,14115,6077,206,469,N,0,-79.23155,43.72632
6555,TIM HORTONS,Lucas Lubowitz,4841 YONGE ST,7458348921,7154965342,sdkrui@btqmygdsw.pgx,R9hSeseblDBSa @ ouo .com,11-20 years,Y,Lease,59,3,63,115,43,70,Y,Y,Y,N,Indian,N,High-end,522794,33173,468629,15791,813,14155,Y,5,-79.41083,43.76226
6556,TIM HORTONS,Cory Johns,3157 DUNDAS ST W,6399586745,7397628417,dswbcujxzo@cu.ilo,OQeIHbdtNfAwG @ aly .com,11-20 years,Y,Own,7,9,16,149,22,49,Y,Y,N,N,Others,Y,High-end,561021,166387,145349,20059,2022,5196,N,0,-79.47493,43.66538
6557,TIM HORTONS,Yvette Cummings,2361 BRIMLEY RD,4573272481,6495278543,yra@nlsfqych.hjp,8gniez37XVG53 @ kvm .com,Under 1 year,Y,Lease,45,15,50,145,33,81,N,N,Y,N,Others,N,Low-end,126545,29799,115841,4524,2404,4142,Y,4,-79.27242,43.79772
6558,TIM HORTONS,Moshe Johns,2422 ISLINGTON AVE,9362878356,8644839318,cbg@w.pfi,GnvDKS1X9A6At @ lom .com,11-20 years,Y,"Lease, want to purchase",9,1,54,140,6,96,Y,Y,Y,Y,Chinese,N,Average,277591,131189,405082,10069,3075,14693,Y,5,-79.55934,43.72325
6559,TIM HORTONS,Sheila Fadel,825 COXWELL AVE,7455624316,7515643879,reojlwn@zijdmf.bis,7GEAe7OTgaK2B @ fmq .com,6-10 years,Y,Own,43,19,3,165,22,91,N,Y,N,N,Japanese,Y,Low-end,256154,64338,146695,8156,1318,4670,Y,5,-79.32495,43.68983
6560,TIM HORTONS,Elsa Kuhic,2005 AVENUE RD,3267859658,9328399547,ruai@cnxbhqz.ztk,t0jnoVVfDhr85 @ umm .com,11-20 years,N,Lease,36,18,12,101,4,62,Y,N,Y,N,Japanese,N,Low-end,138198,38744,157850,4785,2550,5465,Y,3,-79.41968,43.73535
6561,TIM HORTONS,Jesusita Rowe,1533 JANE ST,4138139754,1794814531,kzuxpa@xojyhfi.fpu,7op5KZCt9JYtj @ bqv .com,11-20 years,N,Own,44,18,49,70,28,42,N,N,Y,Y,Greek,N,Low-end,271726,100278,190723,9548,5997,6702,Y,5,-79.50189,43.69707
6562,TIM HORTONS,Pauletta Crist,2874 EGLINTON AVE E,3165743469,3844931972,zjxwd@tih.fwj,e9mCBFV8YInVV @ shx .com,6-10 years,N,Own,54,9,18,96,20,63,Y,Y,Y,N,Vietnamese,Y,Average,443981,212857,217798,15107,1919,7410,N,0,-79.23924,43.73914
6563,TIM HORTONS,Teressa Kshlerin,175 RONCESVALLES AVE,8622398279,9278543216,cnjlwbmz@jivlxzw.dqf,NA,1-5 years,Y,Own,63,12,66,115,43,94,N,Y,Y,N,Greek,N,Average,217732,10455,349798,6190,2854,9945,Y,1,-79.44818,43.64445
6564,TIM HORTONS,Roselle Terry,171 EAST LIBERTY ST,6744727819,8941738271,c@vfanlzcgio.zet,umeNvbuEvJCJV @ uez .com,11-20 years,N,"Lease, want to purchase",51,10,5,148,37,47,Y,N,N,N,Japanese,N,High-end,658699,209153,220016,27728,1502,9261,N,0,-79.41948,43.63829
6565,TIM HORTONS,Homer Johnson,170 UNIVERSITY AVE,8299148725,1579367856,gr@hsxwbknarc.xyu,aImqhHUHySzus @ tfq .com,1-5 years,N,Own,55,12,12,78,57,46,Y,Y,Y,N,Greek,N,Average,373983,34749,39720,14137,1179,1501,N,0,-79.38558,43.64865
6566,TIM HORTONS,Valrie Jenkins,144 SIMCOE ST,8611384591,8718416459,tus@ihwqjs.ubo,nH09ObHPtOFyO @ tpv .com,Under 1 year,Y,"Lease, want to purchase",55,1,11,105,51,67,Y,Y,Y,N,Mexican,N,Average,249172,41543,37798,6512,1894,987,N,0,-79.38714,43.64967
6567,TIM HORTONS,Roscoe Kuhn,85 LAIRD DR,8366175473,8126314836,zowpleg@jrlfgzu.rit,NCeS4E2ppfdJH @ vzx .com,Under 1 year,N,Lease,58,17,14,84,53,67,Y,Y,Y,N,Japanese,Y,Low-end,201673,111398,117461,8031,4729,4678,N,0,-79.36101,43.70623
6568,TIM HORTONS,Benton Huel,150 DAN LECKIE WAY,3287527429,7955863678,gein@fmgn.apq,NA,1-5 years,N,Lease,33,15,8,148,23,75,Y,Y,N,N,Mexican,N,Low-end,255517,94945,95004,8305,3592,3088,N,0,-79.39845,43.63964
6569,TIM HORTONS,Vince Crist,"1000 GERRARD ST E, Unit-10",3793949125,7152618412,vcoewn@mwdzfq.muo,CXwqibxWzXc5b @ reb .com,11-20 years,N,Lease,67,19,9,99,47,81,Y,Y,Y,N,Greek,N,High-end,629312,332345,561656,20090,785,17931,Y,1,-79.3393,43.66943
6570,TIM HORTONS,Osvaldo Bogan,"45 OVERLEA BLVD, #140-A",2987433987,3145493289,ydzq@bntsovdwlc.fzq,ARxGoru1AwhfC @ eoy .com,11-20 years,N,Own,62,12,69,97,22,69,Y,Y,N,N,Mediterranean,Y,High-end,725067,219534,283029,18182,3391,7097,Y,3,-79.34626,43.70555
6571,TIM HORTONS,Vina Feeney,726 BLOOR ST W,3572753954,4756486925,wsizb@bjqopil.tej,4Zdh67xnMaANb @ gpo .com,1-5 years,N,Lease,41,5,14,151,20,52,Y,Y,Y,N,Thai,N,Low-end,155614,43547,39046,4540,968,1139,N,0,-79.41821,43.6636
6572,TIM HORTONS,Victor Gibson,77 KING ST W,8637244396,7899584397,yvlebptjma@qiol.ysq,BhVwVQQuot1Qi @ ljh .com,6-10 years,Y,Lease,33,7,2,109,50,49,Y,Y,Y,N,Italian,N,Low-end,174114,52947,55731,4785,1877,1531,N,0,-79.3822,43.64804
6573,TIM HORTONS,Rodney Kub,249 QUEENS QUAY W,9123267456,9259679263,av@r.uxl,VI1bp0rfLuNXw @ avx .com,1-5 years,N,Own,22,7,14,146,10,56,Y,Y,Y,Y,Korean,Y,Average,489284,261993,258622,12000,303,6343,Y,3,-79.38561,43.63882
6574,TIM HORTONS,Daryl Monahan,"1089 KINGSTON RD, Unit-7",2516925394,7255626192,w@w.gda,auT6qcTRU8scz @ pkh .com,6-10 years,N,Lease,46,18,17,110,5,56,Y,N,Y,Y,Italian,Y,High-end,486214,35766,37331,16855,6107,1294,N,0,-79.28302,43.68074
6575,TIM HORTONS,Madison Schuppe,547 GERRARD ST E,7438919451,7212948539,mqenvf@aiort.dbv,U7ZQIHHTVolI7 @ hvc .com,1-5 years,N,"Lease, want to purchase",65,18,53,142,63,81,Y,N,N,N,American,Y,Average,401324,25138,231515,17504,5895,10098,Y,5,-79.35488,43.66471
6576,TIM HORTONS,Margit Haag,2029 JANE ST,3798175892,5829542351,lugvotb@bdsu.qeb,7oNOUE5OOa9jh @ ugm .com,Over 20 years,Y,Own,35,4,12,101,35,83,Y,N,N,N,Chinese,N,High-end,582766,253695,220460,18919,3560,7157,N,0,-79.50679,43.71564
6577,TIM HORTONS,Reggie Mante,70 FOREST MANOR RD,6474866183,6984827645,qrg@qad.icg,oN06li9R2pKwe @ iac .com,1-5 years,N,Lease,10,7,29,143,47,61,Y,Y,Y,N,Others,N,Low-end,182326,63958,113642,5045,298,3145,Y,5,-79.34578,43.77506
6578,TIM HORTONS,Maribeth Haley,75 ASHTONBEE RD,2758971783,7651353129,iytbquen@ymi.ytb,zUfIt5lZKPpWM @ qea .com,1-5 years,N,"Lease, want to purchase",68,8,6,144,41,45,N,N,Y,Y,Mediterranean,N,High-end,460445,236176,413826,15208,3290,13668,Y,5,-79.28979,43.73071
6579,TIM HORTONS,Domonique Kling,25 HENRY LANE TER,2615963796,3217486412,alxgjqyi@ucmylzn.srn,DRiIQvLvnBuD8 @ wtg .com,Over 20 years,Y,"Lease, want to purchase",10,3,11,92,20,86,Y,N,Y,N,Vietnamese,Y,Low-end,224783,32681,32236,9425,1428,1351,N,0,-79.37021,43.64757
6580,TIM HORTONS,Creola Schiller,663 YONGE ST,5125491753,4869129234,vbayj@mubcw.ery,1682qyAIVWNBF @ cif .com,11-20 years,N,Lease,34,17,57,159,60,93,N,Y,Y,N,Others,Y,Low-end,229757,109627,101020,6504,891,2859,Y,4,-79.38561,43.66837
6581,TIM HORTONS,Terresa Hahn,3685 KEELE ST,1654135784,9155428694,ignk@wu.djy,ipNZ7ieO2CaPT @ zqk .com,11-20 years,N,Lease,26,9,16,86,48,82,Y,N,Y,N,Chinese,N,Low-end,237522,27345,127974,9589,694,5166,Y,2,-79.48773,43.75409
6582,TIM HORTONS,Imelda Sawayn,2002 QUEEN ST E,1843681342,4565129764,gvtyxjzr@gynxraop.mjl,HIZmalfbSgEcX @ oor .com,1-5 years,N,Lease,6,13,10,160,2,81,Y,Y,Y,N,Korean,Y,Average,468625,244578,215529,10443,2263,4803,N,0,-79.29978,43.6703
6583,TIM HORTONS,Mattie Russel,2480 GERRARD ST E,1239652536,7354894329,nxrgfwk@njbw.lse,FoGji871njrgL @ kmx .com,6-10 years,N,Own,21,13,52,153,19,70,N,Y,Y,N,Greek,N,Average,458697,234295,276065,19846,5282,11944,Y,1,-79.28453,43.68747
6584,TIM HORTONS,Alvera Walsh,589 KING ST E,6528636217,5149461476,ihu@elzrdx.vpx,1kaXJXEVwmdTW @ qwj .com,6-10 years,Y,Lease,48,13,19,85,31,80,Y,Y,N,N,Greek,N,Low-end,274305,47943,50892,7605,687,1411,N,0,-79.35661,43.65638
6585,TIM HORTONS,Peg Ondricka,2619 YONGE ST,1696484813,5499573975,b@fqm.oqb,XX7XnVOmJaYyL @ kzf .com,6-10 years,Y,Lease,48,13,8,131,39,58,Y,Y,Y,N,Mexican,N,Average,450599,52041,47644,15132,4634,1600,N,0,-79.39982,43.71488
6586,TIM HORTONS,Marilyn Macejkovic,2 BLOOR ST E,7692166214,6736795934,peifahcq@vrsqcug.mkt,NA,1-5 years,N,"Lease, want to purchase",26,12,29,93,64,40,Y,N,Y,N,Indian,N,Average,190086,62991,310050,7730,1195,12609,Y,4,-79.38555,43.67073
6587,TIM HORTONS,Delmar Lesch,55 FRONT ST E,7843816231,5793657459,vleuzfpq@joiqrtp.kmv,PnFbR72K8nutW @ jsw .com,6-10 years,N,Own,38,3,7,110,48,41,Y,N,Y,N,Others,N,Low-end,231222,40068,44738,9409,1510,1820,N,0,-79.37412,43.64807
6588,TIM HORTONS,Cora Stroman,555 YONGE ST,8458462185,3765719617,gdjphezvia@lm.chs,MeG7VsTz0lEUB @ eqr .com,1-5 years,Y,Lease,41,1,18,84,17,57,Y,Y,N,N,Chinese,N,Low-end,178974,25504,180503,7706,3492,7772,Y,3,-79.38409,43.66477
6589,TIM HORTONS,Jospeh Watsica,4915 BATHURST ST,2384177365,5139343241,qlaucxsdpm@e.kaz,uZCSijXbdzStR @ pii .com,1-5 years,N,"Lease, want to purchase",31,1,10,148,31,83,Y,Y,N,N,Greek,Y,Average,295413,12337,132147,7335,1715,3281,Y,1,-79.4417,43.77331
6590,TIM HORTONS,Kyoko Kessler,245 DIXON RD,8324792796,6395197651,ebzm@imdytuja.fzx,Q2KL9tr8bczcx @ zxy .com,Over 20 years,Y,Lease,53,16,18,97,0,41,N,Y,Y,N,Korean,N,Average,349431,114116,116755,10808,2233,3611,N,0,-79.54527,43.69631
6591,TIM HORTONS,Bessie Torphy,607 EGLINTON AVE E,8436295248,1627135329,gks@lrcwt.jgq,ep5sImM1rX6Ow @ gia .com,11-20 years,Y,Own,46,10,6,75,55,69,Y,Y,N,N,Japanese,N,Low-end,141569,45470,43340,5745,1796,1758,N,0,-79.37739,43.71078
6592,TIM HORTONS,Emanuel Mitchell,1 MOUNT PLEASANT RD,7862848529,1637264871,hl@rged.gix,wEo4B4cm6zQ2t @ kml .com,Over 20 years,Y,Lease,57,5,13,83,4,51,Y,N,Y,Y,Japanese,Y,Low-end,230614,82311,71703,5784,831,1798,N,0,-79.37947,43.67041
6593,TIM HORTONS,Elaina Thiel,3719 LAKE SHORE BLVD W,2572656241,8928648476,xr@fey.ous,0eY6zEJk8reSx @ vvg .com,6-10 years,Y,Lease,52,14,8,133,45,89,Y,N,N,N,Vietnamese,N,Low-end,267485,93463,104500,10013,3444,3911,N,0,-79.53909,43.59294
6594,TIM HORTONS,Leon Reichert,1030 KING ST W,8245671548,1962844628,gmzak@dkr.iah,1Li7V6l00G0LN @ sot .com,Under 1 year,N,Lease,44,4,30,152,26,88,Y,Y,Y,N,Chinese,N,High-end,519439,82003,557490,18760,4883,20134,Y,1,-79.41576,43.64159
6595,TIM HORTONS,Laurette Lehner,960 WARDEN AVE,3294574962,2864514537,ovbg@degsyrkbi.dvw,Q0xsdtlPFtwMp @ ugf .com,Under 1 year,Y,"Lease, want to purchase",18,6,15,155,6,81,Y,Y,Y,N,Mexican,N,Average,462460,96004,190084,17824,5587,7326,Y,1,-79.29039,43.73375
6596,TIM HORTONS,Iva VonRueden,150 JOHN ST,8263428759,8713275873,zt@ktheucxp.ysk,lyVR9SQDAUMkr @ win .com,Under 1 year,N,"Lease, want to purchase",42,11,12,101,37,84,Y,Y,Y,N,Mexican,N,High-end,498877,139361,364687,12536,2880,9164,Y,5,-79.39095,43.64933
6597,TIM HORTONS,Werner Wehner,3030 BIRCHMOUNT RD,8437836153,3912975426,aspkex@nsiprevqay.nko,cHYBZkN5L0KjE @ sru .com,Under 1 year,Y,Own,45,16,2,75,7,56,Y,Y,Y,Y,Japanese,Y,High-end,414815,44186,47388,16792,604,1918,N,0,-79.30906,43.8019
6598,TIM HORTONS,Dann Fisher,1681 LAKE SHORE BLVD E,1378138957,3454275941,qicfonkxdw@yboah.dte,eVc5j6Ek1hrql @ jdd .com,Under 1 year,Y,Own,66,6,5,79,42,79,Y,N,N,N,Others,N,High-end,628245,119018,101912,17667,7332,2865,N,0,-79.31004,43.66274
6599,TIM HORTONS,Sherley Hahn,555 REXDALE BLVD,7648361438,7485163847,npbs@iqdwehtavn.etg,mENfbUznQ31L2 @ nat .com,Under 1 year,N,Own,12,19,42,149,53,94,Y,N,Y,N,Indian,N,Average,298778,86002,233538,13342,3942,10429,Y,5,-79.60564,43.70901
6600,TIM HORTONS,Thurman Upton,60 BLOOR ST W,5122478596,7917483849,txygsd@pubndxw.fnu,1Lpy1hQ4rq5Dh @ lgk .com,11-20 years,Y,Lease,7,10,11,96,41,97,Y,N,Y,N,American,Y,Average,328151,124206,138635,13621,2895,5754,N,0,-79.38905,43.67005
6601,TIM HORTONS,Chuck Becker,"1277 YORK MILLS RD, Unit-E5",3567498952,9477844159,yilmuhwnrd@bzwhlmvar.bum,aot1yRPhBY5CP @ axs .com,1-5 years,Y,Lease,50,16,9,157,61,44,Y,N,Y,N,Vietnamese,N,Average,341973,2322,1526,11902,2322,53,N,0,-79.32521,43.76055
6602,TIM HORTONS,Darren Schuppe,9 BOGERT AVE,9765919614,9211974935,x@r.eyv,eVrzg29fYpLez @ ofr .com,Over 20 years,N,Own,59,4,10,138,7,81,Y,Y,N,N,Indian,N,Average,207162,69582,63609,8587,1809,2636,N,0,-79.41144,43.76039
6603,TIM HORTONS,Reyna Cassin,55 ST CLAIR AVE W,5274878197,2968653971,dfx@lspfoimda.sak,MWUyQpTTtvJlj @ hgu .com,11-20 years,N,Own,12,6,4,85,38,53,Y,N,N,N,Others,Y,Low-end,263287,57855,57635,8245,687,1805,N,0,-79.39159,43.6885
6604,TIM HORTONS,Vashti Collier,"1 WILLIAM KITCHEN RD, Unit-3",8763765978,9548469835,vflgqwixok@drwjvzyuc.tud,uV8bRJ1G0X1mA @ tdw .com,11-20 years,Y,Own,54,6,15,101,19,44,Y,Y,N,N,Korean,N,Average,471859,163103,243016,17223,4698,8870,Y,2,-79.27859,43.77069
6605,TIM HORTONS,Jesenia Predovic,2862 ELLESMERE RD,6173496375,1758611537,hprxfiesga@uktv.mjs,J7efV9TPbXk7I @ ksn .com,Under 1 year,Y,Own,7,19,46,100,23,44,Y,Y,Y,Y,Japanese,N,Low-end,248962,42670,103974,7935,1833,3314,Y,2,-79.20427,43.78301
6606,TIM HORTONS,Almeda Schmidt,4926 BATHURST ST,9641275931,8768427618,unyv@fszqgb.ypa,ofEhS5dIrI5Ze @ fjp .com,1-5 years,Y,Lease,40,19,3,126,42,74,Y,N,N,N,Japanese,N,Average,413880,155167,164264,10972,1588,4354,N,0,-79.44339,43.77336
6607,TIM HORTONS,Toby Ortiz,1970 ST CLAIR AVE W,4271646724,2737898475,nlcvrhos@xnyjevbcl.gsx,Sj25oihkM4fiH @ hzm .com,11-20 years,N,Own,56,8,1,87,59,65,Y,N,N,N,American,Y,Low-end,213669,62846,61355,6127,2054,1759,N,0,-79.46849,43.67258
6608,TIM HORTONS,Soon Mertz,"874 BLOOR ST W, Bldg-1",6785844673,2637953872,wg@olfxd.hoy,5CqHybLaVAaQl @ rel .com,1-5 years,N,Lease,55,8,45,160,18,75,Y,Y,N,Y,Greek,N,Low-end,163200,26693,127607,5386,606,4211,Y,5,-79.42512,43.6622
6609,TIM HORTONS,Thad Ruecker,381 MOUNT PLEASANT RD,5922658152,1782517238,a@pf.cyz,PXPZuj1zUNfnA @ yay .com,1-5 years,N,Lease,50,15,40,80,36,82,N,Y,Y,N,Others,N,Low-end,213230,93735,96614,7673,613,3476,Y,1,-79.38627,43.69844
6610,TIM HORTONS,Buford Quigley,1585 WARDEN AVE,7616289732,2144588942,vybfizdw@scafigyjod.zpd,DtrXdi8JyvoB9 @ hqc .com,Under 1 year,Y,"Lease, want to purchase",20,11,16,126,14,49,N,N,N,N,Others,N,High-end,590485,143034,324958,23410,8563,12883,Y,5,-79.30181,43.76624
6611,TIM HORTONS,Carlo Vandervort,334 BLOOR ST W,2858343279,6418644629,qft@dq.rcn,3AViQYmUhwDkc @ csy .com,Under 1 year,N,Lease,41,19,8,144,31,56,Y,Y,N,N,American,Y,Low-end,131992,23093,20605,4016,311,627,N,0,-79.40437,43.66668
6612,TIM HORTONS,Otha Boehm,"720 KING ST W, Unit-130",8912364329,6472518251,losjq@jmdohqk.zdy,kNK6Dt52gIsbs @ neg .com,1-5 years,N,Lease,32,14,7,94,26,75,N,N,N,N,Mexican,N,Low-end,231559,34105,38476,7839,1159,1302,N,0,-79.40408,43.64385
6613,TIM HORTONS,Benedict Cremin,590 KEELE ST,4121388571,2793484381,ltpsbira@dayk.nwv,NA,6-10 years,N,Own,64,10,1,110,17,64,Y,Y,Y,N,Mediterranean,Y,Average,373748,144632,152480,12685,1042,5175,N,0,-79.46756,43.67113
6614,TIM HORTONS,Bud Pacocha,"1090 DON MILLS RD, Unit-B001",2596935742,3472955213,ko@nays.hoj,bWRKqVBBgnySK @ jte .com,11-20 years,N,Own,45,19,1,118,32,96,Y,N,Y,N,Korean,N,Average,476093,317005,330406,12000,5950,8328,N,0,-79.34423,43.73644
6615,TIM HORTONS,Eldridge Mante,75 IANNUZZI ST,8416458439,7453477659,tqbwrj@zcge.fpi,eodhjHWFZjrhx @ dqw .com,Under 1 year,Y,Own,66,10,19,116,47,40,Y,N,Y,N,Greek,N,Low-end,231914,74080,82717,9091,1445,3242,N,0,-79.40106,43.63765
6616,TIM HORTONS,Hong Huel,150 NORTH QUEEN ST,7329644295,5797968347,wtnud@g.ucv,uZ6k25iVMuJPO @ ujw .com,Over 20 years,Y,Lease,23,13,6,92,7,66,Y,N,N,N,Mexican,N,High-end,411102,118563,119894,14523,2252,4235,N,0,-79.55439,43.61975
6617,TIM HORTONS,Kennith Zboncak,1275 FINCH AVE W,8364276853,7519136271,fdh@aqxwgnjpe.ioa,4hvckFY1b0Eo9 @ aqs .com,Under 1 year,N,Own,18,16,19,163,39,47,N,N,Y,N,Greek,N,Low-end,129587,37949,37196,5619,186,1612,N,0,-79.48745,43.76389
6618,TIM HORTONS,Elayne Jerde,65 FRONT ST W,5169258374,8246293827,gnl@xwi.wvf,NA,Under 1 year,Y,Own,28,3,10,116,49,87,Y,Y,Y,Y,Others,N,Average,195299,41913,47825,7348,1513,1799,N,0,-79.38049,43.64528
6619,TIM HORTONS,Towanda O'Reilly,550 ST CLAIR AVE W,1593126781,3598278193,qjep@dtgvo.kxg,YYPygY31x1Lnt @ bau .com,Under 1 year,N,Lease,11,15,10,80,69,96,Y,Y,Y,N,Mediterranean,Y,Average,287823,99275,94457,11586,203,3802,N,0,-79.42116,43.68288
6620,TIM HORTONS,Staci Altenwerth,"1 YORK GATE BLVD, Unit-101",2718343197,8915248597,g@vwtabdcpgf.drh,6SEKj9ETfYweZ @ ndo .com,1-5 years,N,Lease,22,16,44,80,61,97,Y,N,Y,N,Japanese,N,Low-end,265849,59197,178215,10203,5507,6839,Y,1,-79.51944,43.75851
6621,TIM HORTONS,Mao Sawayn,2281 KIPLING AVE,4297863192,2375415873,yxdcnurp@gfyr.amd,HO4fJYkRH2DGa @ zqh .com,11-20 years,N,Lease,29,15,43,111,37,41,Y,Y,N,N,Greek,N,High-end,770936,388413,398555,30080,1550,15550,Y,3,-79.57447,43.72837
6622,TIM HORTONS,Salvatore Heathcote,310 O'CONNOR DR,1585326931,8231791478,xyfokuglza@dfm.jtb,9E35qbTzgxSpi @ maq .com,Over 20 years,Y,Lease,58,7,12,93,40,58,Y,N,N,N,Chinese,N,High-end,582537,61629,60107,22032,10018,2273,N,0,-79.34291,43.69519
6623,TIM HORTONS,Murray Koch,"130 KING ST W, Unit-SW05",1767642948,1423978276,zuembnct@vmfoti.qpr,kE38ahZDWQbyN @ zin .com,1-5 years,N,Lease,69,8,15,152,3,86,N,Y,Y,N,Greek,N,Average,189733,26332,22791,4213,1941,506,N,0,-79.38345,43.64805
6624,TIM HORTONS,Jeremy Volkman,2444 FINCH AVE W,7682694165,4317295946,elozdsgpb@xz.vrp,NA,1-5 years,N,Own,50,12,68,155,52,66,N,Y,N,Y,Greek,N,Average,270403,59742,323056,10649,4126,12723,Y,5,-79.55294,43.7502
6625,TIM HORTONS,Charity Balistreri,82 ADELAIDE ST E,6191295867,9231434127,ya@aprby.qcs,iF6DwxxgFYCG7 @ egi .com,11-20 years,N,Lease,26,2,5,153,62,89,Y,N,N,N,Greek,N,High-end,491243,211548,474070,15618,10265,15072,Y,1,-79.37471,43.65133
6626,TIM HORTONS,Lilian Spinka,1931 WESTON RD,1622378175,2976737418,qyitgakp@xcvbj.yev,2NDtqXvbkD62W @ euy .com,Under 1 year,N,Lease,39,9,10,135,46,52,Y,Y,Y,N,Italian,Y,Low-end,197041,124602,126706,6399,2586,4115,N,0,-79.51724,43.70072
6627,TIM HORTONS,Nubia Wiza,123 GARRATT BLVD,6926949314,6719524295,myhgnotk@jc.awd,NA,Under 1 year,Y,Own,49,3,53,128,13,46,Y,Y,N,N,Greek,N,High-end,715338,170288,624098,26022,14097,22703,Y,1,-79.47028,43.73448
6628,TIM HORTONS,Erik Mueller,426 DANFORTH AVE,7348919462,6182943749,l@zehacr.hqc,suc6rYx0siNr5 @ lxb .com,Under 1 year,Y,Lease,35,6,3,109,28,45,N,N,N,Y,American,N,Average,276419,78648,83429,10465,1571,3158,N,0,-79.35101,43.67801
6629,TIM HORTONS,Lincoln Strosin,3488 LAWRENCE AVE E,2378746154,3728672168,uglomhen@fbpkvom.dlx,R2ROHpsIIqrOK @ hxz .com,1-5 years,N,Lease,66,16,20,110,44,96,N,Y,Y,N,Indian,N,Low-end,250964,17331,121961,6476,1635,3147,Y,4,-79.22584,43.75993
6630,TIM HORTONS,Lucia Rosenbaum,375 KING ST W,9686282648,9415894891,qjwx@lsqbzaw.mwv,Ho2mz8xovzm3Y @ fpr .com,1-5 years,Y,Own,37,16,7,85,62,53,N,N,Y,N,Mediterranean,Y,Low-end,238459,108884,112398,10642,6515,5016,N,0,-79.39306,43.64567
6631,TIM HORTONS,Robt Gottlieb,"1280 FINCH AVE W, Unit-108",2136399816,9121599154,ua@bhyvw.kah,DzWw2A4iEQhvI @ jat .com,1-5 years,N,Lease,49,9,44,80,31,47,Y,N,Y,N,American,Y,Average,203061,80802,365202,7519,2148,13524,Y,3,-79.48854,43.76426
6632,TIM HORTONS,Isabel Baumbach,1910 YONGE ST,5164911927,7157983827,nxrqcmkbhf@qnlkwbutar.xcy,4UtVFSOBzpQFb @ vym .com,Over 20 years,Y,Lease,10,7,9,121,49,55,Y,Y,N,Y,Chinese,N,Average,205428,40665,39811,4908,937,951,N,0,-79.39699,43.69847
6633,TIM HORTONS,Ericka Pouros,"3286 KEELE ST, Bldg--",3989576543,8912511324,ciezavshuq@fk.ifr,zSnR7YYHb8Fy7 @ cxw .com,11-20 years,N,Lease,66,11,66,144,35,42,N,Y,Y,N,Japanese,N,Average,493179,49657,203766,20481,12847,8462,Y,4,-79.48656,43.74383
6634,TIM HORTONS,Trey Medhurst,"130 HARBOUR ST, Unit-110",8196536158,9684127168,nwyoduha@ci.yhl,fyyPR0VZ7MXwx @ tpj .com,11-20 years,N,Lease,59,15,4,101,15,84,Y,Y,Y,Y,Mediterranean,N,Average,513881,7082,7758,15318,4909,231,N,0,-79.38148,43.64103
6635,TIM HORTONS,Wilmer Mann,"603 DAVENPORT RD, Unit-A",1839576798,3675143521,ali@kdeznalmh.lat,JIw3K4usaBIw7 @ xmg .com,Under 1 year,Y,Lease,28,18,14,96,24,87,N,Y,Y,N,Mexican,Y,Average,302951,100518,224809,6640,1289,4927,Y,1,-79.41148,43.67665
6636,TIM HORTONS,Vincent Corwin,1084 ISLINGTON AVE,2673269251,3451925369,rwfkl@ypsgbzfk.dfh,G45aLbVvK1UIc @ mjd .com,1-5 years,Y,Lease,8,1,33,152,67,90,Y,N,Y,N,Greek,Y,Low-end,242069,15663,81854,10053,3986,3399,Y,3,-79.52042,43.63606
6637,TIM HORTONS,Gertrudis Kovacek,"185 SHEPPARD AVE E, Bldg-185",9653415627,3468351486,mueqtag@rgnksw.xhe,vKy33jyTE1UGb @ ubp .com,1-5 years,Y,Own,64,5,57,92,48,44,Y,N,Y,N,Chinese,N,Low-end,120533,17165,153556,4404,1590,5610,Y,3,-79.39936,43.76379
